posting_number,ozon_sku,offer_id,internal_sku,order_created_at_msk,posting_created_at_msk,shipment_date_msk,delivered_at_msk,finance_event_date,seller_price,commission_rub,commission_ratio,inferred_tariff_cohort,evidence
0147594116-0225-1,3543342130,535580776,EVT-EP-ENZYME-75,2026-08-14T13:19:59.084266+03:00,2026-08-14T13:19:59.084266+03:00,2026-08-14T13:20:10.496453+03:00,NOT_AVAILABLE,2026-08-17,1009,-413.69,0.41,TARIFF_41,posting matched
32451649-0162-1,1994674912,305101361,EVT-FS-ACNE-30,2026-08-12T14:19:47.377195+03:00,2026-08-12T14:19:47.377195+03:00,2026-08-12T14:19:58.547162+03:00,NOT_AVAILABLE,2026-08-17,1208,-495.28,0.41,TARIFF_41,posting matched
32451649-0162-2,3530427102,535581675,EVT-FT-ACNE-150,2026-08-12T14:19:47.377195+03:00,2026-08-12T14:19:47.377195+03:00,2026-08-12T14:19:58.547162+03:00,NOT_AVAILABLE,2026-08-17,998,-409.18,0.41,TARIFF_41,posting matched
85223382-0071-1,3543342130,535580776,EVT-EP-ENZYME-75,2026-08-13T19:06:04.460202+03:00,2026-08-13T19:06:04.460202+03:00,2026-08-13T19:06:12.317730+03:00,NOT_AVAILABLE,2026-08-17,884,-362.44,0.41,TARIFF_41,posting matched
33084752-0122-3,3732641694,567668635,EVT-SET-SER-CREAM-ACNE,2026-08-10T18:07:52.892307+03:00,2026-08-10T18:07:52.892307+03:00,2026-08-10T18:08:05.514920+03:00,NOT_AVAILABLE,2026-08-17,1150,-471.5,0.41,TARIFF_41,posting matched
0144640483-1277-1,1994674912,305101361,EVT-FS-ACNE-30,2026-08-13T12:20:13.059024+03:00,2026-08-13T12:20:13.059024+03:00,2026-08-13T12:20:19.889907+03:00,NOT_AVAILABLE,2026-08-17,1208,-495.28,0.41,TARIFF_41,posting matched
0214571384-0132-1,2974977988,438775617,EVT-FC-ACNE-50,2026-08-17T14:44:39.234089+03:00,2026-08-17T14:44:39.234089+03:00,2026-08-17T14:44:50.226601+03:00,NOT_AVAILABLE,2026-08-18,1253,-513.73,0.41,TARIFF_41,posting matched
0105722714-0024-1,3530427102,535581675,EVT-FT-ACNE-150,2026-08-12T23:08:37.868880+03:00,2026-08-12T23:08:37.868880+03:00,2026-08-12T23:08:51.944334+03:00,NOT_AVAILABLE,2026-08-19,998,-409.18,0.41,TARIFF_41,posting matched
56465299-1715-1,2974977988,438775617,EVT-FC-ACNE-50,2026-08-13T18:45:43.319021+03:00,2026-08-13T18:45:43.319021+03:00,2026-08-13T18:45:51.962456+03:00,NOT_AVAILABLE,2026-08-19,1289,-528.49,0.41,TARIFF_41,posting matched
74808536-0264-1,1997079254,252442517,EVT-HC-HAND-300,2026-08-14T15:32:17.472775+03:00,2026-08-14T15:32:17.472775+03:00,2026-08-14T15:32:24.761765+03:00,NOT_AVAILABLE,2026-08-19,813,-333.33,0.41,TARIFF_41,posting matched
51216994-0149-1,3892518031,593111986,EVT-HC-CHERRY-300,2026-08-16T07:33:42.520703+03:00,2026-08-16T07:33:42.520703+03:00,2026-08-16T07:33:52.538630+03:00,NOT_AVAILABLE,2026-08-19,1001,-410.41,0.41,TARIFF_41,posting matched
0177187200-0263-11,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,2026-08-17T22:49:16.427197+03:00,2026-08-17T22:49:16.427197+03:00,2026-08-17T22:49:15.337170+03:00,NOT_AVAILABLE,2026-08-19,1950,-799.5,0.41,TARIFF_41,posting matched
29739629-0172-1,3528293526,535581674,EVT-FT-MOIST-150,2026-08-18T16:23:25.252888+03:00,2026-08-18T16:23:25.252888+03:00,2026-08-18T16:23:33.529905+03:00,NOT_AVAILABLE,2026-08-19,996,-408.36,0.41,TARIFF_41,posting matched
58739777-0002-21,3733452761,868597351,EVT-SET-4PC-ACNE,2026-08-10T12:32:50.132135+03:00,2026-08-10T12:32:50.132135+03:00,2026-08-10T12:32:46.775744+03:00,NOT_AVAILABLE,2026-08-20,2900,-1189,0.41,TARIFF_41,posting matched
0113334517-0245-1,1991772098,305101272,EVT-FS-MOIST-30,2026-08-16T15:04:50.892074+03:00,2026-08-16T15:04:50.892074+03:00,2026-08-16T15:04:59.737500+03:00,NOT_AVAILABLE,2026-08-20,1192,-488.72,0.41,TARIFF_41,posting matched
0148448494-0041-1,3530427102,535581675,EVT-FT-ACNE-150,2026-08-14T20:57:54.680114+03:00,2026-08-14T20:57:54.680114+03:00,2026-08-14T20:58:05.606737+03:00,NOT_AVAILABLE,2026-08-20,998,-409.18,0.41,TARIFF_41,posting matched
38095424-0031-1,3530427102,535581675,EVT-FT-ACNE-150,2026-08-19T07:04:43.090365+03:00,2026-08-19T07:04:43.090365+03:00,2026-08-19T07:04:49.797519+03:00,NOT_AVAILABLE,2026-08-20,986,-404.26,0.41,TARIFF_41,posting matched
0248234521-0019-1,1994674912,305101361,EVT-FS-ACNE-30,2026-08-16T12:41:07.524518+03:00,2026-08-16T12:41:07.524518+03:00,2026-08-16T12:41:14.928312+03:00,NOT_AVAILABLE,2026-08-20,1208,-495.28,0.41,TARIFF_41,posting matched
76317668-0110-1,1997079254,252442517,EVT-HC-HAND-300,2026-08-19T09:00:27.249275+03:00,2026-08-19T09:00:27.249275+03:00,2026-08-19T09:00:33.843630+03:00,NOT_AVAILABLE,2026-08-20,813,-333.33,0.41,TARIFF_41,posting matched
76317668-0110-3,3892345516,930334395,EVT-SET-HAND-CHERRY,2026-08-19T09:00:35.085850+03:00,2026-08-19T09:00:35.085850+03:00,2026-08-19T09:00:33.843630+03:00,NOT_AVAILABLE,2026-08-20,1195,-489.95,0.41,TARIFF_41,posting matched
82007149-0827-1,3528293526,535581674,EVT-FT-MOIST-150,2026-08-18T16:26:42.020079+03:00,2026-08-18T16:26:42.020079+03:00,2026-08-18T16:26:48.584947+03:00,NOT_AVAILABLE,2026-08-20,996,-408.36,0.41,TARIFF_41,posting matched
86171999-0518-1,3892223191,930334397,EVT-SET-CHERRY-AMBER,2026-08-02T21:42:58.668078+03:00,2026-08-02T21:42:58.668078+03:00,2026-08-02T21:43:12.596328+03:00,NOT_AVAILABLE,2026-08-20,1153,-472.73,0.41,TARIFF_41,posting matched
0137845692-0179-1,1991772098,305101272,EVT-FS-MOIST-30,2026-08-16T12:59:51.097545+03:00,2026-08-16T12:59:51.097545+03:00,2026-08-16T13:00:03.124560+03:00,NOT_AVAILABLE,2026-08-21,1192,-488.72,0.41,TARIFF_41,posting matched
47187925-0009-1,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,2026-08-19T18:40:58.177875+03:00,2026-08-19T18:40:58.177875+03:00,2026-08-19T18:42:04.511656+03:00,NOT_AVAILABLE,2026-08-21,1900,-779,0.41,TARIFF_41,posting matched
05429545-0317-1,3543342130,535580776,EVT-EP-ENZYME-75,2026-08-19T18:11:32.828185+03:00,2026-08-19T18:11:32.828185+03:00,2026-08-19T18:11:40.578979+03:00,NOT_AVAILABLE,2026-08-21,999,-409.59,0.41,TARIFF_41,posting matched
0231603643-0006-1,3930712640,593111985,EVT-HC-AMBER-300,2026-08-17T22:53:18.664779+03:00,2026-08-17T22:53:18.664779+03:00,2026-08-17T22:53:30.063141+03:00,NOT_AVAILABLE,2026-08-21,967,-396.47,0.41,TARIFF_41,posting matched
58218201-0094-2,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,2026-08-16T18:31:02.620572+03:00,2026-08-16T18:31:02.620572+03:00,2026-08-16T18:31:09.533758+03:00,NOT_AVAILABLE,2026-08-21,1950,-799.5,0.41,TARIFF_41,posting matched
15126239-0026-1,3930712640,593111985,EVT-HC-AMBER-300,2026-08-19T14:21:37.369449+03:00,2026-08-19T14:21:37.369449+03:00,2026-08-19T14:21:48.828760+03:00,NOT_AVAILABLE,2026-08-21,959,-393.19,0.41,TARIFF_41,posting matched
43300358-0341-1,3892223191,930334397,EVT-SET-CHERRY-AMBER,2026-08-20T18:36:50.255414+03:00,2026-08-20T18:36:50.255414+03:00,2026-08-20T18:37:37.435048+03:00,NOT_AVAILABLE,2026-08-21,1185,-485.85,0.41,TARIFF_41,posting matched
32147445-0711-1,3732641694,567668635,EVT-SET-SER-CREAM-ACNE,2026-08-17T21:10:46.499467+03:00,2026-08-17T21:10:46.499467+03:00,2026-08-17T21:10:56.562335+03:00,NOT_AVAILABLE,2026-08-21,1407,-576.87,0.41,TARIFF_41,posting matched
0105883992-0314-1,2974977988,438775617,EVT-FC-ACNE-50,2026-08-20T11:37:15.547667+03:00,2026-08-20T11:37:15.547667+03:00,2026-08-20T11:37:26.915778+03:00,NOT_AVAILABLE,2026-08-21,1133,-464.53,0.41,TARIFF_41,posting matched
60089518-0388-1,3528293526,535581674,EVT-FT-MOIST-150,2026-08-20T07:03:07.142512+03:00,2026-08-20T07:03:07.142512+03:00,2026-08-20T07:03:17.604508+03:00,NOT_AVAILABLE,2026-08-21,996,-408.36,0.41,TARIFF_41,posting matched
35321171-0289-6,1994674912,305101361,EVT-FS-ACNE-30,2026-08-19T10:13:37.551734+03:00,2026-08-19T10:13:37.551734+03:00,2026-08-19T10:13:46.205228+03:00,NOT_AVAILABLE,2026-08-21,1208,-495.28,0.41,TARIFF_41,posting matched
35321171-0289-5,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,2026-08-19T10:13:37.551734+03:00,2026-08-19T10:13:37.551734+03:00,2026-08-19T10:13:46.205228+03:00,NOT_AVAILABLE,2026-08-21,1900,-779,0.41,TARIFF_41,posting matched
35321171-0289-11,3543342130,535580776,EVT-EP-ENZYME-75,2026-08-19T10:13:50.996621+03:00,2026-08-19T10:13:50.996621+03:00,2026-08-19T10:13:46.205228+03:00,NOT_AVAILABLE,2026-08-21,999,-409.59,0.41,TARIFF_41,posting matched
35321171-0289-2,2974977988,438775617,EVT-FC-ACNE-50,2026-08-19T10:13:37.551734+03:00,2026-08-19T10:13:37.551734+03:00,2026-08-19T10:13:46.205228+03:00,NOT_AVAILABLE,2026-08-21,1133,-464.53,0.41,TARIFF_41,posting matched
35321171-0289-15,3530427102,535581675,EVT-FT-ACNE-150,2026-08-19T10:13:51.015571+03:00,2026-08-19T10:13:51.015571+03:00,2026-08-19T10:13:46.205228+03:00,NOT_AVAILABLE,2026-08-21,986,-404.26,0.41,TARIFF_41,posting matched
0109917285-0093-1,1991772098,305101272,EVT-FS-MOIST-30,2026-08-17T20:37:30.847768+03:00,2026-08-17T20:37:30.847768+03:00,2026-08-17T20:38:32.255713+03:00,NOT_AVAILABLE,2026-08-22,1192,-488.72,0.41,TARIFF_41,posting matched
67879944-0184-4,3733452761,868597351,EVT-SET-4PC-ACNE,2026-08-19T12:26:24.785127+03:00,2026-08-19T12:26:24.785127+03:00,2026-08-19T12:26:40.324091+03:00,NOT_AVAILABLE,2026-08-23,2958,-1212.78,0.41,TARIFF_41,posting matched
49261535-0305-3,3892518031,593111986,EVT-HC-CHERRY-300,2026-08-14T09:20:55.741196+03:00,2026-08-14T09:20:55.741196+03:00,2026-08-14T09:20:51.768927+03:00,NOT_AVAILABLE,2026-08-23,1001,-410.41,0.41,TARIFF_41,posting matched
25289427-0285-1,1997079254,252442517,EVT-HC-HAND-300,2026-08-20T21:24:27.746771+03:00,2026-08-20T21:24:27.746771+03:00,2026-08-20T21:24:43.063350+03:00,NOT_AVAILABLE,2026-08-23,813,-333.33,0.41,TARIFF_41,posting matched
0144640483-1300-1,3543342130,535580776,EVT-EP-ENZYME-75,2026-08-20T17:06:09.694966+03:00,2026-08-20T17:06:09.694966+03:00,2026-08-20T17:06:16.731477+03:00,NOT_AVAILABLE,2026-08-23,999,-409.59,0.41,TARIFF_41,posting matched
0265731650-0014-1,3543342130,535580776,EVT-EP-ENZYME-75,2026-08-19T16:03:46.526914+03:00,2026-08-19T16:03:46.526914+03:00,2026-08-19T16:03:54.639694+03:00,NOT_AVAILABLE,2026-08-24,999,-409.59,0.41,TARIFF_41,posting matched
40042682-0146-1,3892410843,930334396,EVT-SET-HAND-AMBER,2026-08-18T11:14:39.032196+03:00,2026-08-18T11:14:39.032196+03:00,2026-08-18T11:14:54.726844+03:00,NOT_AVAILABLE,2026-08-24,1139,-466.99,0.41,TARIFF_41,posting matched
81360106-0505-1,3543342130,535580776,EVT-EP-ENZYME-75,2026-08-20T07:00:01.722658+03:00,2026-08-20T07:00:01.722658+03:00,2026-08-20T07:00:10.471798+03:00,NOT_AVAILABLE,2026-08-24,999,-409.59,0.41,TARIFF_41,posting matched
39054746-0061-1,3543342130,535580776,EVT-EP-ENZYME-75,2026-08-22T22:36:59.838369+03:00,2026-08-22T22:36:59.838369+03:00,2026-08-22T22:37:08.978059+03:00,NOT_AVAILABLE,2026-08-24,1021,-418.61,0.41,TARIFF_41,posting matched
41472753-0076-1,3733947454,909951444,EVT-SET-ACNE-POWDER-SERUM-CREAM,2026-08-20T11:56:50.960140+03:00,2026-08-20T11:56:50.960140+03:00,2026-08-20T11:56:59.206418+03:00,NOT_AVAILABLE,2026-08-24,2000,-820,0.41,TARIFF_41,posting matched
31277213-0625-2,3530427102,535581675,EVT-FT-ACNE-150,2026-08-20T15:33:22.522044+03:00,2026-08-20T15:33:22.522044+03:00,2026-08-20T15:34:43.248705+03:00,NOT_AVAILABLE,2026-08-25,986,-404.26,0.41,TARIFF_41,posting matched
0198345921-0130-23,3530427102,535581675,EVT-FT-ACNE-150,2026-08-21T11:35:44.764298+03:00,2026-08-21T11:35:44.764298+03:00,2026-08-21T11:35:40.804691+03:00,NOT_AVAILABLE,2026-08-25,986,-404.26,0.41,TARIFF_41,posting matched
0152159323-1117-1,2974977988,438775617,EVT-FC-ACNE-50,2026-08-21T21:28:46.338848+03:00,2026-08-21T21:28:46.338848+03:00,2026-08-21T21:28:59.879861+03:00,NOT_AVAILABLE,2026-08-25,1183,-485.03,0.41,TARIFF_41,posting matched
11471894-0423-1,3735183318,910330849,EVT-SET-MOIST-TONIC-SERUM,2026-08-24T19:08:57.497487+03:00,2026-08-24T19:08:57.497487+03:00,2026-08-24T19:09:07.529968+03:00,NOT_AVAILABLE,2026-08-25,1223,-501.43,0.41,TARIFF_41,posting matched
81103807-0022-1,3735183318,910330849,EVT-SET-MOIST-TONIC-SERUM,2026-08-23T19:54:50.419204+03:00,2026-08-23T19:54:50.419204+03:00,2026-08-23T19:54:57.733535+03:00,NOT_AVAILABLE,2026-08-25,1223,-501.43,0.41,TARIFF_41,posting matched
50251336-0172-1,1991772098,305101272,EVT-FS-MOIST-30,2026-08-03T07:31:15.556002+03:00,2026-08-03T07:31:15.556002+03:00,2026-08-03T07:31:24.593997+03:00,NOT_AVAILABLE,2026-08-25,904,-370.64,0.41,TARIFF_41,posting matched
69818289-0736-1,3930712640,593111985,EVT-HC-AMBER-300,2026-08-22T11:21:12.889994+03:00,2026-08-22T11:21:12.889994+03:00,2026-08-22T11:21:24.668819+03:00,NOT_AVAILABLE,2026-08-25,1009,-413.69,0.41,TARIFF_41,posting matched
29020685-0873-47,3543342130,535580776,EVT-EP-ENZYME-75,2026-08-24T23:15:00.377552+03:00,2026-08-24T23:15:00.377552+03:00,2026-08-24T23:14:59.346542+03:00,NOT_AVAILABLE,2026-08-26,1021,-418.61,0.41,TARIFF_41,posting matched
0133327504-0175-1,3892345516,930334395,EVT-SET-HAND-CHERRY,2026-08-24T16:27:47.727809+03:00,2026-08-24T16:27:47.727809+03:00,2026-08-24T16:27:54.780373+03:00,NOT_AVAILABLE,2026-08-26,1245,-510.45,0.41,TARIFF_41,posting matched
32590483-0097-1,1997079254,252442517,EVT-HC-HAND-300,2026-08-21T08:34:04.529170+03:00,2026-08-21T08:34:04.529170+03:00,2026-08-21T08:34:10.963950+03:00,NOT_AVAILABLE,2026-08-26,813,-333.33,0.41,TARIFF_41,posting matched
0181184258-0004-1,3733452761,868597351,EVT-SET-4PC-ACNE,2026-08-19T23:53:36.141367+03:00,2026-08-19T23:53:36.141367+03:00,2026-08-19T23:53:47.486899+03:00,NOT_AVAILABLE,2026-08-27,2958,-1212.78,0.41,TARIFF_41,posting matched
45787713-0006-1,1994674912,305101361,EVT-FS-ACNE-30,2026-08-23T16:35:34.510238+03:00,2026-08-23T16:35:34.510238+03:00,2026-08-23T16:35:42.499809+03:00,NOT_AVAILABLE,2026-08-27,1208,-495.28,0.41,TARIFF_41,posting matched
66461262-0191-1,1997079254,252442517,EVT-HC-HAND-300,2026-08-20T13:05:35.702721+03:00,2026-08-20T13:05:35.702721+03:00,2026-08-20T13:05:44.280260+03:00,NOT_AVAILABLE,2026-08-27,813,-333.33,0.41,TARIFF_41,posting matched
18408324-0404-3,2974977988,438775617,EVT-FC-ACNE-50,2026-08-26T23:36:31.823691+03:00,2026-08-26T23:36:31.823691+03:00,2026-08-26T23:36:26.631526+03:00,NOT_AVAILABLE,2026-08-28,1233,-505.53,0.41,TARIFF_41,posting matched
0123272455-0170-1,3528293526,535581674,EVT-FT-MOIST-150,2026-08-16T18:20:46.175307+03:00,2026-08-16T18:20:46.175307+03:00,2026-08-16T18:20:55.740427+03:00,NOT_AVAILABLE,2026-08-28,1002,-410.82,0.41,TARIFF_41,posting matched
0102968538-0535-1,3735183318,910330849,EVT-SET-MOIST-TONIC-SERUM,2026-08-27T11:10:24.503795+03:00,2026-08-27T11:10:24.503795+03:00,2026-08-27T11:10:34.009320+03:00,NOT_AVAILABLE,2026-08-28,1273,-521.93,0.41,TARIFF_41,posting matched
98953119-0321-1,3892518031,593111986,EVT-HC-CHERRY-300,2026-08-22T07:38:59.490020+03:00,2026-08-22T07:38:59.490020+03:00,2026-08-22T07:39:06.445197+03:00,NOT_AVAILABLE,2026-08-28,1001,-410.41,0.41,TARIFF_41,posting matched
82358868-0686-1,3530427102,535581675,EVT-FT-ACNE-150,2026-08-20T19:29:49.605341+03:00,2026-08-20T19:29:49.605341+03:00,2026-08-20T19:30:00.176528+03:00,NOT_AVAILABLE,2026-08-28,986,-404.26,0.41,TARIFF_41,posting matched
34851774-1572-1,3530427102,535581675,EVT-FT-ACNE-150,2026-08-22T12:19:38.339400+03:00,2026-08-22T12:19:38.339400+03:00,2026-08-22T12:19:47.407017+03:00,NOT_AVAILABLE,2026-08-28,1036,-424.76,0.41,TARIFF_41,posting matched
34851774-1572-3,2974977988,438775617,EVT-FC-ACNE-50,2026-08-22T12:19:51.169912+03:00,2026-08-22T12:19:51.169912+03:00,2026-08-22T12:19:47.407017+03:00,NOT_AVAILABLE,2026-08-28,1183,-485.03,0.41,TARIFF_41,posting matched
65377661-0395-1,4843362212,1083392113,EVT-SET-ACNE-TONIC-SERUM,2026-08-19T13:22:35.564720+03:00,2026-08-19T13:22:35.564720+03:00,2026-08-19T13:22:50.971484+03:00,NOT_AVAILABLE,2026-08-29,1421,-582.61,0.41,TARIFF_41,posting matched
0174149519-0230-4,3733452761,868597351,EVT-SET-4PC-ACNE,2026-08-15T17:50:18.464035+03:00,2026-08-15T17:50:18.464035+03:00,2026-08-15T17:50:34.307614+03:00,NOT_AVAILABLE,2026-08-29,2958,-1212.78,0.41,TARIFF_41,posting matched
80431242-0097-1,3735183318,910330849,EVT-SET-MOIST-TONIC-SERUM,2026-08-27T19:13:27.032541+03:00,2026-08-27T19:13:27.032541+03:00,2026-08-27T19:13:35.278366+03:00,NOT_AVAILABLE,2026-08-29,1273,-521.93,0.41,TARIFF_41,posting matched
0183342354-0245-3,1994674912,305101361,EVT-FS-ACNE-30,2026-08-28T01:57:17.283673+03:00,2026-08-28T01:57:17.283673+03:00,2026-08-28T01:57:26.881492+03:00,NOT_AVAILABLE,2026-08-29,1258,-654.16,0.52,TARIFF_52,posting matched
36898487-0174-1,3530427102,535581675,EVT-FT-ACNE-150,2026-08-24T13:53:00.033209+03:00,2026-08-24T13:53:00.033209+03:00,2026-08-24T13:53:07.428806+03:00,NOT_AVAILABLE,2026-08-29,1036,-424.76,0.41,TARIFF_41,posting matched
0123934165-0014-1,3528293526,535581674,EVT-FT-MOIST-150,2026-08-26T04:26:56.857297+03:00,2026-08-26T04:26:56.857297+03:00,2026-08-26T04:27:10.140152+03:00,NOT_AVAILABLE,2026-08-30,1096,-449.36,0.41,TARIFF_41,posting matched
0124734158-0043-1,3530427102,535581675,EVT-FT-ACNE-150,2026-08-27T21:51:48.252354+03:00,2026-08-27T21:51:48.252354+03:00,2026-08-27T21:52:00.957810+03:00,NOT_AVAILABLE,2026-08-30,1086,-445.26,0.41,TARIFF_41,posting matched
0124323525-0091-1,1997079254,252442517,EVT-HC-HAND-300,2026-08-27T13:10:33.893523+03:00,2026-08-27T13:10:33.893523+03:00,2026-08-27T13:10:44.608571+03:00,NOT_AVAILABLE,2026-08-31,913,-374.33,0.41,TARIFF_41,posting matched
